30014,30014,2021-07-21 05:15:00,10212     
DeviceID,DeviceName,ResourceID,ResourceName,CollectionTime,GranularityPeriod,PORT_RX_BW_UTILIZATION,PORT_TX_BW_UTILIZATION,PORT_RX_BW_UTILIZATION_MIN,PORT_RX_BW_UTILIZATION_AVG,PORT_RX_BW_UTILIZATION_MAX,PORT_TX_BW_UTILIZATION_MIN,PORT_TX_BW_UTILIZATION_AVG,PORT_TX_BW_UTILIZATION_MAX,TXPKTS,TXOCTETS,RXOCTETS,RXPKTS,RXBBAD,TX_DROP_PKTS
3159474,ILOV5270HUIR001,"NE=3159474,S=3,CP=-1,PP=16||1|",ILOV5270HUIR001-3-ISV3-1(RTNIF-1),2021-07-21 05:15:00,15,0.79,0.00,0.69,0.80,0.90,0.00,0.00,0.00,163,13411,289358314,2731971,,
3159474,ILOV5270HUIR001,"NE=3159474,S=5,CP=-1,PP=16||1|",ILOV5270HUIR001-5-ISV3-1(RTNIF-1),2021-07-21 05:15:00,15,0.79,0.00,0.69,0.79,0.90,0.00,0.00,0.00,162,13304,286496095,2666548,,
167773130,SMI04663HUIR001,"NE=167773130,S=3,CP=-1,PP=16||1|",SMI04663HUIR001-3-ISV3-1(RTNIF-1),2021-07-21 05:15:00,15,0.00,0.61,0.00,0.00,0.00,0.53,0.61,0.70,1349679,143948298,1412,15,,
167773130,SMI04663HUIR001,"NE=167773130,S=4,CP=-1,PP=16||1|",SMI04663HUIR001-4-ISV3-1(RTNIF-1),2021-07-21 05:15:00,15,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,
167773130,SMI04663HUIR001,"NE=167773130,S=5,CP=-1,PP=16||1|",SMI04663HUIR001-5-ISV3-1(RTNIF-1),2021-07-21 05:15:00,15,0.00,0.61,0.00,0.00,0.00,0.53,0.61,0.69,1349276,143929451,1409,15,,
3153239,ILOV3729HUIR001,"NE=3153239,S=3,CP=-1,PP=16||1|",ILOV3729HUIR001-3-ISV3-1(RTNIF-1),2021-07-21 05:15:00,15,0.79,0.00,0.69,0.80,0.90,0.00,0.00,0.00,325,28805,289298680,2730597,,
3153239,ILOV3729HUIR001,"NE=3153239,S=5,CP=-1,PP=16||1|",ILOV3729HUIR001-5-ISV3-1(RTNIF-1),2021-07-21 05:15:00,15,0.79,0.00,0.69,0.79,0.90,0.00,0.00,0.00,324,29155,286545964,2668054,,
3154668,KBKV4383HUIR004,"NE=3154668,S=3,CP=-1,PP=16||1|",KBKV4383HUIR004-3-ISV3-1(RTNIF-1),2021-07-21 05:15:00,15,0.00,1.12,0.00,0.00,0.00,1.12,1.13,1.13,905914,262000603,91466,996,,
167773919,PGB04739HUIR002,"NE=167773919,S=4,CP=-1,PP=16||1|",PGB04739HUIR002-4-ISM6-1(RTNIF-1),2021-07-21 05:15:00,15,1.43,10.07,0.76,1.43,5.98,1.88,10.08,28.96,14062032,1821991528,256455401,2526675,,
167773919,PGB04739HUIR002,"NE=167773919,S=4,CP=-1,PP=16||2|",PGB04739HUIR002-4-ISM6-2(RTNIF-2),2021-07-21 05:15:00,15,1.43,10.04,0.76,1.43,5.99,1.88,10.05,28.92,14031168,1817522372,256472290,2526766,,
