42021,42021,2021-07-21 01:30:00,1081      
DeviceID,DeviceName,ResourceID,ResourceName,CollectionTime,GranularityPeriod,RXOCTETS,RXPKTS
3147850,PCBY_6037_DEP12,"ONE=4063243,NE=3147850,FR=1,S=11,CP=-1,PP=3||3|,CLIENT=1",PCBY_6037_DEP12-Shelf1(To Tacloban-2)-11-13LSX-3(RX/TX-HU-DEP14-073 SCEN (TAC-CBY)-01)-CLIENT:1,2021-07-21 01:30:00,15,2765531796,10936310
3147850,PCBY_6037_DEP12,"ONE=4063243,NE=3147850,FR=1,S=12,CP=-1,PP=3||3|,CLIENT=1",PCBY_6037_DEP12-Shelf1(To Tacloban-2)-12-13LSX-3(RX/TX-HU-DEP15-103 SCEN (CBY-TAC)-01)-CLIENT:1,2021-07-21 01:30:00,15,3513896,44237
3147850,PCBY_6037_DEP12,"ONE=4063243,NE=3147850,FR=4,S=7,CP=-1,PP=3||3|,CLIENT=1",PCBY_6037_DEP12-Shelf4(DEP14)-7-13LSX-3(RX/TX-HU-DEP15-127 SCEN (ROX-CBY)-01)-CLIENT:1,2021-07-21 01:30:00,15,541661492,3053045
3147855,PCEB_6056_DL4RP2,"ONE=4063245,NE=3147855,FR=1,S=2,CP=-1,PP=3||3|,CLIENT=1",PCEB_6056_DL4RP2-Shelf1(DL4RP2)-2-17LTX-3(RX1/TX1)-CLIENT:1,2021-07-21 01:30:00,15,122238599144,105131247
3147855,PCEB_6056_DL4RP2,"ONE=4063245,NE=3147855,FR=1,S=2,CP=-1,PP=3||4|,CLIENT=1",PCEB_6056_DL4RP2-Shelf1(DL4RP2)-2-17LTX-4(RX2/TX2)-CLIENT:1,2021-07-21 01:30:00,15,159139302649,244590990
3147855,PCEB_6056_DL4RP2,"ONE=4063245,NE=3147855,FR=6,S=1,CP=-1,PP=3||3|,CLIENT=1",PCEB_6056_DL4RP2-Shelf6(DEP14&15-2)-1-13LSX-3(RX/TX-HU-DEP14-056 IPBB (SPC-CEB)-01)-CLIENT:1,2021-07-21 01:30:00,15,39988545686,268482547
3147855,PCEB_6056_DL4RP2,"ONE=4063245,NE=3147855,FR=7,S=15,CP=-1,PP=3||3|,CLIENT=1",PCEB_6056_DL4RP2-Shelf7(DEP15)-15-13LSX-3(RX/TX-HU-DEP15-147 SCEN (CEB-DAA)-01)-CLIENT:1,2021-07-21 01:30:00,15,3430627,45087
3147855,PCEB_6056_DL4RP2,"ONE=4063245,NE=3147855,FR=7,S=16,CP=-1,PP=3||3|,CLIENT=1",PCEB_6056_DL4RP2-Shelf7(DEP15)-16-13LSX-3(RX/TX-HU-DEP15-149 SCEN (BAC-CEB)-01)-CLIENT:1,2021-07-21 01:30:00,15,16462285657,51572092
3147855,PCEB_6056_DL4RP2,"ONE=4063245,NE=3147855,FR=7,S=3,CP=-1,PP=3||3|,CLIENT=1",PCEB_6056_DL4RP2-Shelf7(DEP15)-3-13LSX-3(RX/TX-HU-DEP15-184 SCEN (SPC-CEB)-01)-CLIENT:1,2021-07-21 01:30:00,15,49897055,777480
3147855,PCEB_6056_DL4RP2,"ONE=4063245,NE=3147855,FR=7,S=6,CP=-1,PP=3||3|,CLIENT=1",PCEB_6056_DL4RP2-Shelf7(DEP15)-6-13LSX-3(RX/TX-HU-DEP15-124 SCEN (CEB-BAC)-01)-CLIENT:1,2021-07-21 01:30:00,15,1368261454,6979210
3147855,PCEB_6056_DL4RP2,"ONE=4063245,NE=3147855,FR=7,S=7,CP=-1,PP=3||3|,CLIENT=1",PCEB_6056_DL4RP2-Shelf7(DEP15)-7-13LSX-3(RX/TX-HU-DEP15-029 IPBB (CEB-BAC)-01)-CLIENT:1,2021-07-21 01:30:00,15,165360455337,155789670
3147855,PCEB_6056_DL4RP2,"ONE=4063245,NE=3147855,FR=8,S=11,CP=-1,PP=3||3|,CLIENT=1",PCEB_6056_DL4RP2-Shelf8(DEP15-1)-11-13LSX-3(RX/TX (JNEHUCN001 2/0/4 PP32 P57/58))-CLIENT:1,2021-07-21 01:30:00,15,222995936895,205520427
3147855,PCEB_6056_DL4RP2,"ONE=4063245,NE=3147855,FR=8,S=14,CP=-1,PP=3||3|,CLIENT=1",PCEB_6056_DL4RP2-Shelf8(DEP15-1)-14-13LSX-3(RX/TX-HU-DEP16-045 SCEN (CDO-CEB)-01)-CLIENT:1,2021-07-21 01:30:00,15,117922795186,248927273
