42021,42021,2021-07-21 05:15:00,1096      
DeviceID,DeviceName,ResourceID,ResourceName,CollectionTime,GranularityPeriod,RXOCTETS,RXPKTS
3147907,PPIN_6068_DEP15,"ONE=4063240,NE=3147907,FR=0,S=2,CP=-1,PP=3||3|,CLIENT=1",PPIN_6068_DEP15-Shelf0(Master Shelf)-2-13LSX-3(RX/TX-HU-DEP15-133 SCEN (PIN-BAT)-01 4628 2/2<>PBAT6066[003])-CLIENT:1,2021-07-21 05:15:00,15,47645454676,143906169
3147907,PPIN_6068_DEP15,"ONE=4063240,NE=3147907,FR=0,S=3,CP=-1,PP=3||3|,CLIENT=1",PPIN_6068_DEP15-Shelf0(Master Shelf)-3-13LSX-3(RX/TX-HU-DEP15-140 SCEN 4628 2/0/1 <> PBAT6066 SH0 SL0 P4)-CLIENT:1,2021-07-21 05:15:00,15,81066759496,139445575
3147907,PPIN_6068_DEP15,"ONE=4063240,NE=3147907,FR=1,S=2,CP=-1,PP=3||3|,CLIENT=1",PPIN_6068_DEP15-Shelf1(Slave Shelf1)-2-13LSX-3(RX/TX-HU-DEP15-132 SCEN (MAS-PIN)-01)-CLIENT:1,2021-07-21 05:15:00,15,33930794829,52036171
3147907,PPIN_6068_DEP15,"ONE=4063240,NE=3147907,FR=1,S=3,CP=-1,PP=3||3|,CLIENT=1",PPIN_6068_DEP15-Shelf1(Slave Shelf1)-3-13LSX-3(RX/TX-HU-DEP15-139 SCEN (MAS-PIN)-01)-CLIENT:1,2021-07-21 05:15:00,15,49159899592,163100099
3147907,PPIN_6068_DEP15,"ONE=4063240,NE=3147907,FR=3,S=12,CP=-1,PP=3||3|,CLIENT=1",PPIN_6068_DEP15-Shelf3(DEP19B)-12-55TTX-3(RX1/TX1)-CLIENT:1,2021-07-21 05:15:00,15,27597288706,163551923
3147907,PPIN_6068_DEP15,"ONE=4063240,NE=3147907,FR=3,S=12,CP=-1,PP=3||4|,CLIENT=1",PPIN_6068_DEP15-Shelf3(DEP19B)-12-55TTX-4(RX2/TX2)-CLIENT:1,2021-07-21 05:15:00,15,24257998710,122220153
3147907,PPIN_6068_DEP15,"ONE=4063240,NE=3147907,FR=3,S=13,CP=-1,PP=3||3|,CLIENT=1",PPIN_6068_DEP15-Shelf3(DEP19B)-13-55TTX-3(RX1/TX1)-CLIENT:1,2021-07-21 05:15:00,15,34361469504,174975535
3147907,PPIN_6068_DEP15,"ONE=4063240,NE=3147907,FR=3,S=13,CP=-1,PP=3||4|,CLIENT=1",PPIN_6068_DEP15-Shelf3(DEP19B)-13-55TTX-4(RX2/TX2)-CLIENT:1,2021-07-21 05:15:00,15,12505843268,73742133
3146128,PMKT_80133_PNL13,"ONE=4063233,NE=3146128,FR=0,S=18,CP=-1,PP=3||7|,CLIENT=1",PMKT_80133_PNL13-Shelf0(PMKT_80133_PNL13)-18-55TTX-7(RX5/TX5-HU-PNL15-245 (LUCLS-MKT) RECON > 07/033/PP59 P119-120)-CLIENT:1,2021-07-21 05:15:00,15,10158071907,57651022
3146128,PMKT_80133_PNL13,"ONE=4063233,NE=3146128,FR=0,S=18,CP=-1,PP=3||8|,CLIENT=1",PMKT_80133_PNL13-Shelf0(PMKT_80133_PNL13)-18-55TTX-8(RX6/TX6-HU-PNL15-240 (LUCLS-MKT) RECON > 07/033/PP59 P73-74)-CLIENT:1,2021-07-21 05:15:00,15,23703250879,98178216
