PFM_RMONG_STATICS,PFM_RMONG_STATICS,2021-07-21 01:30:00,97        
DeviceID,DeviceName,ResourceID,ResourceName,CollectionTime,GranularityPeriod,PORT_RX_BW_UTILIZATION,PORT_TX_BW_UTILIZATION,RXOCTETS,RXPKTS
3161778,V3481 SUN-CONSOLACION JUGAN FACING V3497 SUN-LILOAN-POBLACION,"NE=3161778,S=5,CP=-1,PP=4||1|,FB=19|1||",V3481 SUN-CONSOLACION JUGAN FACING V3497 SUN-LILOAN-POBLACION-5-IFH2-1(PORT-1)-MAC:1,2021-07-21 01:30:00,15,,,814,11
3161778,V3481 SUN-CONSOLACION JUGAN FACING V3497 SUN-LILOAN-POBLACION,"NE=3161778,S=8,CP=-1,PP=4||1|,FB=19|1||",V3481 SUN-CONSOLACION JUGAN FACING V3497 SUN-LILOAN-POBLACION-8-EMS6-1(PORT-1)-MAC:1,2021-07-21 01:30:00,15,,,106242,1240
3161778,V3481 SUN-CONSOLACION JUGAN FACING V3497 SUN-LILOAN-POBLACION,"NE=3161778,S=8,CP=-1,PP=4||2|,FB=19|1||",V3481 SUN-CONSOLACION JUGAN FACING V3497 SUN-LILOAN-POBLACION-8-EMS6-2(PORT-2)-MAC:1,2021-07-21 01:30:00,15,,,21016,296
3161778,V3481 SUN-CONSOLACION JUGAN FACING V3497 SUN-LILOAN-POBLACION,"NE=3161778,S=8,CP=-1,PP=4||3|,FB=19|1||",V3481 SUN-CONSOLACION JUGAN FACING V3497 SUN-LILOAN-POBLACION-8-EMS6-3(PORT-3)-MAC:1,2021-07-21 01:30:00,15,,,0,0
3161778,V3481 SUN-CONSOLACION JUGAN FACING V3497 SUN-LILOAN-POBLACION,"NE=3161778,S=8,CP=-1,PP=4||4|,FB=19|1||",V3481 SUN-CONSOLACION JUGAN FACING V3497 SUN-LILOAN-POBLACION-8-EMS6-4(PORT-4)-MAC:1,2021-07-21 01:30:00,15,,,0,0
3161778,V3481 SUN-CONSOLACION JUGAN FACING V3497 SUN-LILOAN-POBLACION,"NE=3161778,S=8,CP=-1,PP=4||5|,FB=19|1||",V3481 SUN-CONSOLACION JUGAN FACING V3497 SUN-LILOAN-POBLACION-8-EMS6-5(PORT-5)-MAC:1,2021-07-21 01:30:00,15,,,57600,900
3161778,V3481 SUN-CONSOLACION JUGAN FACING V3497 SUN-LILOAN-POBLACION,"NE=3161778,S=8,CP=-1,PP=4||6|,FB=19|1||",V3481 SUN-CONSOLACION JUGAN FACING V3497 SUN-LILOAN-POBLACION-8-EMS6-6(PORT-6)-MAC:1,2021-07-21 01:30:00,15,,,0,0
167773912,V0695 SILLIMAN MEDICAL CENTER FACING V3745 Looc 2,"NE=167773912,S=7,CP=-1,PP=4||1|,FB=19|1||",V0695 SILLIMAN MEDICAL CENTER FACING V3745 Looc 2-7-IFH2-1(PORT-1)-MAC:1,2021-07-21 01:30:00,15,,,0,0
167773912,V0695 SILLIMAN MEDICAL CENTER FACING V3745 Looc 2,"NE=167773912,S=8,CP=-1,PP=4||1|,FB=19|1||",V0695 SILLIMAN MEDICAL CENTER FACING V3745 Looc 2-8-EMS6-1(PORT-1)-MAC:1,2021-07-21 01:30:00,15,,,0,0
167773912,V0695 SILLIMAN MEDICAL CENTER FACING V3745 Looc 2,"NE=167773912,S=8,CP=-1,PP=4||2|,FB=19|1||",V0695 SILLIMAN MEDICAL CENTER FACING V3745 Looc 2-8-EMS6-2(PORT-2)-MAC:1,2021-07-21 01:30:00,15,,,0,0
167773912,V0695 SILLIMAN MEDICAL CENTER FACING V3745 Looc 2,"NE=167773912,S=8,CP=-1,PP=4||3|,FB=19|1||",V0695 SILLIMAN MEDICAL CENTER FACING V3745 Looc 2-8-EMS6-3(PORT-3)-MAC:1,2021-07-21 01:30:00,15,,,0,0
