PFM_RMONG_PRISTAT,PFM_RMONG_PRISTAT,2021-07-21 03:30:00,97        
DeviceID,DeviceName,ResourceID,ResourceName,CollectionTime,GranularityPeriod,RXBBAD,TXPKTS,TXOCTETS
167773354,TBXV3428HUIR002,"NE=167773354,S=7,CP=-1,PP=4||1|,FB=19|1||",TBXV3428HUIR002-7-IFH2-1(PORT-1)-MAC:1,2021-07-21 03:30:00,15,,900,57600
167773354,TBXV3428HUIR002,"NE=167773354,S=8,CP=-1,PP=4||1|,FB=19|1||",TBXV3428HUIR002-8-EMS6-1(to V3428-V3683 P2)-MAC:1,2021-07-21 03:30:00,15,,0,0
167773354,TBXV3428HUIR002,"NE=167773354,S=8,CP=-1,PP=4||2|,FB=19|1||",TBXV3428HUIR002-8-EMS6-2(PORT-2)-MAC:1,2021-07-21 03:30:00,15,,0,0
167773354,TBXV3428HUIR002,"NE=167773354,S=8,CP=-1,PP=4||3|,FB=19|1||",TBXV3428HUIR002-8-EMS6-3(PORT-3)-MAC:1,2021-07-21 03:30:00,15,,0,0
167773354,TBXV3428HUIR002,"NE=167773354,S=8,CP=-1,PP=4||4|,FB=19|1||",TBXV3428HUIR002-8-EMS6-4(PORT-4)-MAC:1,2021-07-21 03:30:00,15,,0,0
167773354,TBXV3428HUIR002,"NE=167773354,S=8,CP=-1,PP=4||5|,FB=19|1||",TBXV3428HUIR002-8-EMS6-5(PORT-5)-MAC:1,2021-07-21 03:30:00,15,,0,0
167773354,TBXV3428HUIR002,"NE=167773354,S=8,CP=-1,PP=4||6|,FB=19|1||",TBXV3428HUIR002-8-EMS6-6(to RTN950 fc V3683 S6P1)-MAC:1,2021-07-21 03:30:00,15,,0,0
167773197,TBXV3428HUIR001 old,"NE=167773197,S=7,CP=-1,PP=4||1|,FB=19|1||",TBXV3428HUIR001 old-7-IFH2-1(PORT-1)-MAC:1,2021-07-21 03:30:00,15,,1494,99765
167773197,TBXV3428HUIR001 old,"NE=167773197,S=8,CP=-1,PP=4||1|,FB=19|1||",TBXV3428HUIR001 old-8-EMS6-1(V3428 SUN-TagbilaranCity-Poblacion1 FDLTE)-MAC:1,2021-07-21 03:30:00,15,,0,0
167773197,TBXV3428HUIR001 old,"NE=167773197,S=8,CP=-1,PP=4||2|,FB=19|1||",TBXV3428HUIR001 old-8-EMS6-2(to RTN620 fc V5268 S8P1)-MAC:1,2021-07-21 03:30:00,15,,594,42165
167773197,TBXV3428HUIR001 old,"NE=167773197,S=8,CP=-1,PP=4||3|,FB=19|1||",TBXV3428HUIR001 old-8-EMS6-3(V3428 3G Rehoming)-MAC:1,2021-07-21 03:30:00,15,,0,0
167773197,TBXV3428HUIR001 old,"NE=167773197,S=8,CP=-1,PP=4||4|,FB=19|1||",TBXV3428HUIR001 old-8-EMS6-4(V3428 SUN-TagbilaranCity-Poblacion1 2G)-MAC:1,2021-07-21 03:30:00,15,,0,0
167773197,TBXV3428HUIR001 old,"NE=167773197,S=8,CP=-1,PP=4||5|,FB=19|1||",TBXV3428HUIR001 old-8-EMS6-5(PORT-5)-MAC:1,2021-07-21 03:30:00,15,,0,0
167773197,TBXV3428HUIR001 old,"NE=167773197,S=8,CP=-1,PP=4||6|,FB=19|1||",TBXV3428HUIR001 old-8-EMS6-6(PORT-6)-MAC:1,2021-07-21 03:30:00,15,,0,0
167773416,VLB00F42HUIR001,"NE=167773416,S=5,CP=-1,PP=4||1|,FB=19|1||",VLB00F42HUIR001-5-IFH2-1(PORT-1)-MAC:1,2021-07-21 03:30:00,15,,900,57600
167773416,VLB00F42HUIR001,"NE=167773416,S=6,CP=-1,PP=4||1|,FB=19|1||",VLB00F42HUIR001-6-EMS6-1(PORT-1)-MAC:1,2021-07-21 03:30:00,15,,0,0
167773416,VLB00F42HUIR001,"NE=167773416,S=6,CP=-1,PP=4||2|,FB=19|1||",VLB00F42HUIR001-6-EMS6-2(PORT-2)-MAC:1,2021-07-21 03:30:00,15,,0,0
167773416,VLB00F42HUIR001,"NE=167773416,S=6,CP=-1,PP=4||3|,FB=19|1||",VLB00F42HUIR001-6-EMS6-3(PORT-3)-MAC:1,2021-07-21 03:30:00,15,,0,0
167773416,VLB00F42HUIR001,"NE=167773416,S=6,CP=-1,PP=4||4|,FB=19|1||",VLB00F42HUIR001-6-EMS6-4(PORT-4)-MAC:1,2021-07-21 03:30:00,15,,0,0
167773416,VLB00F42HUIR001,"NE=167773416,S=6,CP=-1,PP=4||5|,FB=19|1||",VLB00F42HUIR001-6-EMS6-5(PORT-5)-MAC:1,2021-07-21 03:30:00,15,,0,0
167773416,VLB00F42HUIR001,"NE=167773416,S=6,CP=-1,PP=4||6|,FB=19|1||",VLB00F42HUIR001-6-EMS6-6(PORT-6)-MAC:1,2021-07-21 03:30:00,15,,0,0
167773416,VLB00F42HUIR001,"NE=167773416,S=8,CP=-1,PP=4||1|,FB=19|1||",VLB00F42HUIR001-8-EMS6-1(3G)-MAC:1,2021-07-21 03:30:00,15,,0,0
167773416,VLB00F42HUIR001,"NE=167773416,S=8,CP=-1,PP=4||2|,FB=19|1||",VLB00F42HUIR001-8-EMS6-2(PORT-2)-MAC:1,2021-07-21 03:30:00,15,,0,0
167773416,VLB00F42HUIR001,"NE=167773416,S=8,CP=-1,PP=4||3|,FB=19|1||",VLB00F42HUIR001-8-EMS6-3(F42 PABIS Migration)-MAC:1,2021-07-21 03:30:00,15,,0,0
167773416,VLB00F42HUIR001,"NE=167773416,S=8,CP=-1,PP=4||4|,FB=19|1||",VLB00F42HUIR001-8-EMS6-4(IFH2)-MAC:1,2021-07-21 03:30:00,15,,0,0
167773416,VLB00F42HUIR001,"NE=167773416,S=8,CP=-1,PP=4||5|,FB=19|1||",VLB00F42HUIR001-8-EMS6-5(PORT-5)-MAC:1,2021-07-21 03:30:00,15,,0,0
167773416,VLB00F42HUIR001,"NE=167773416,S=8,CP=-1,PP=4||6|,FB=19|1||",VLB00F42HUIR001-8-EMS6-6(F42 FDLTE)-MAC:1,2021-07-21 03:30:00,15,,0,0
3158294,PAL00832HUIR002,"NE=3158294,S=5,CP=-1,PP=4||1|,FB=19|1||",PAL00832HUIR002-5-IFH2-1(PORT-1)-MAC:1,2021-07-21 03:30:00,15,,610648,52249706
3158294,PAL00832HUIR002,"NE=3158294,S=6,CP=-1,PP=4||1|,FB=19|1||",PAL00832HUIR002-6-EMS6-1(PORT-1)-MAC:1,2021-07-21 03:30:00,15,,868183,78993973
3158294,PAL00832HUIR002,"NE=3158294,S=6,CP=-1,PP=4||2|,FB=19|1||",PAL00832HUIR002-6-EMS6-2(PORT-2)-MAC:1,2021-07-21 03:30:00,15,,610511,52256577
3158294,PAL00832HUIR002,"NE=3158294,S=6,CP=-1,PP=4||3|,FB=19|1||",PAL00832HUIR002-6-EMS6-3(PORT-3)-MAC:1,2021-07-21 03:30:00,15,,0,0
3158294,PAL00832HUIR002,"NE=3158294,S=6,CP=-1,PP=4||4|,FB=19|1||",PAL00832HUIR002-6-EMS6-4(PORT-4)-MAC:1,2021-07-21 03:30:00,15,,0,0
3158294,PAL00832HUIR002,"NE=3158294,S=6,CP=-1,PP=4||5|,FB=19|1||",PAL00832HUIR002-6-EMS6-5(PORT-5)-MAC:1,2021-07-21 03:30:00,15,,0,0
3158294,PAL00832HUIR002,"NE=3158294,S=6,CP=-1,PP=4||6|,FB=19|1||",PAL00832HUIR002-6-EMS6-6(PORT-6)-MAC:1,2021-07-21 03:30:00,15,,0,0
167773912,V0695 SILLIMAN MEDICAL CENTER FACING V3745 Looc 2,"NE=167773912,S=7,CP=-1,PP=4||1|,FB=19|1||",V0695 SILLIMAN MEDICAL CENTER FACING V3745 Looc 2-7-IFH2-1(PORT-1)-MAC:1,2021-07-21 03:30:00,15,,2285,176204
167773912,V0695 SILLIMAN MEDICAL CENTER FACING V3745 Looc 2,"NE=167773912,S=8,CP=-1,PP=4||1|,FB=19|1||",V0695 SILLIMAN MEDICAL CENTER FACING V3745 Looc 2-8-EMS6-1(PORT-1)-MAC:1,2021-07-21 03:30:00,15,,449,28736
167773912,V0695 SILLIMAN MEDICAL CENTER FACING V3745 Looc 2,"NE=167773912,S=8,CP=-1,PP=4||2|,FB=19|1||",V0695 SILLIMAN MEDICAL CENTER FACING V3745 Looc 2-8-EMS6-2(PORT-2)-MAC:1,2021-07-21 03:30:00,15,,0,0
167773912,V0695 SILLIMAN MEDICAL CENTER FACING V3745 Looc 2,"NE=167773912,S=8,CP=-1,PP=4||3|,FB=19|1||",V0695 SILLIMAN MEDICAL CENTER FACING V3745 Looc 2-8-EMS6-3(PORT-3)-MAC:1,2021-07-21 03:30:00,15,,0,0
167773912,V0695 SILLIMAN MEDICAL CENTER FACING V3745 Looc 2,"NE=167773912,S=8,CP=-1,PP=4||4|,FB=19|1||",V0695 SILLIMAN MEDICAL CENTER FACING V3745 Looc 2-8-EMS6-4(PORT-4)-MAC:1,2021-07-21 03:30:00,15,,449,28736
167773912,V0695 SILLIMAN MEDICAL CENTER FACING V3745 Looc 2,"NE=167773912,S=8,CP=-1,PP=4||5|,FB=19|1||",V0695 SILLIMAN MEDICAL CENTER FACING V3745 Looc 2-8-EMS6-5(PORT-5)-MAC:1,2021-07-21 03:30:00,15,,0,0
167773912,V0695 SILLIMAN MEDICAL CENTER FACING V3745 Looc 2,"NE=167773912,S=8,CP=-1,PP=4||6|,FB=19|1||",V0695 SILLIMAN MEDICAL CENTER FACING V3745 Looc 2-8-EMS6-6(V0695 FD LTE)-MAC:1,2021-07-21 03:30:00,15,,449,28736
167773152,TBXV5268HUIR001,"NE=167773152,S=7,CP=-1,PP=4||1|,FB=19|1||",TBXV5268HUIR001-7-IFH2-1(PORT-1)-MAC:1,2021-07-21 03:30:00,15,,900,57600
167773152,TBXV5268HUIR001,"NE=167773152,S=8,CP=-1,PP=4||1|,FB=19|1||",TBXV5268HUIR001-8-EMS6-1(V5268_3G)-MAC:1,2021-07-21 03:30:00,15,,0,0
167773152,TBXV5268HUIR001,"NE=167773152,S=8,CP=-1,PP=4||2|,FB=19|1||",TBXV5268HUIR001-8-EMS6-2(PORT-2)-MAC:1,2021-07-21 03:30:00,15,,0,0
167773152,TBXV5268HUIR001,"NE=167773152,S=8,CP=-1,PP=4||3|,FB=19|1||",TBXV5268HUIR001-8-EMS6-3(PORT-3)-MAC:1,2021-07-21 03:30:00,15,,0,0
167773152,TBXV5268HUIR001,"NE=167773152,S=8,CP=-1,PP=4||4|,FB=19|1||",TBXV5268HUIR001-8-EMS6-4(V5268 FDLTE Rollout)-MAC:1,2021-07-21 03:30:00,15,,0,0
167773152,TBXV5268HUIR001,"NE=167773152,S=8,CP=-1,PP=4||5|,FB=19|1||",TBXV5268HUIR001-8-EMS6-5(PORT-5)-MAC:1,2021-07-21 03:30:00,15,,0,0
167773152,TBXV5268HUIR001,"NE=167773152,S=8,CP=-1,PP=4||6|,FB=19|1||",TBXV5268HUIR001-8-EMS6-6(PORT-6)-MAC:1,2021-07-21 03:30:00,15,,0,0
3160425,V3745 Looc 2 FACING V0695 SILLIMAN MEDICAL CENTER,"NE=3160425,S=7,CP=-1,PP=4||1|,FB=19|1||",V3745 Looc 2 FACING V0695 SILLIMAN MEDICAL CENTER-7-IFH2-1(PORT-1)-MAC:1,2021-07-21 03:30:00,15,,900,57600
3160425,V3745 Looc 2 FACING V0695 SILLIMAN MEDICAL CENTER,"NE=3160425,S=8,CP=-1,PP=4||1|,FB=19|1||",V3745 Looc 2 FACING V0695 SILLIMAN MEDICAL CENTER-8-EMS6-1(PORT-1)-MAC:1,2021-07-21 03:30:00,15,,931,85822
3160425,V3745 Looc 2 FACING V0695 SILLIMAN MEDICAL CENTER,"NE=3160425,S=8,CP=-1,PP=4||2|,FB=19|1||",V3745 Looc 2 FACING V0695 SILLIMAN MEDICAL CENTER-8-EMS6-2(PORT-2)-MAC:1,2021-07-21 03:30:00,15,,0,0
3160425,V3745 Looc 2 FACING V0695 SILLIMAN MEDICAL CENTER,"NE=3160425,S=8,CP=-1,PP=4||3|,FB=19|1||",V3745 Looc 2 FACING V0695 SILLIMAN MEDICAL CENTER-8-EMS6-3(PORT-3)-MAC:1,2021-07-21 03:30:00,15,,0,0
3160425,V3745 Looc 2 FACING V0695 SILLIMAN MEDICAL CENTER,"NE=3160425,S=8,CP=-1,PP=4||4|,FB=19|1||",V3745 Looc 2 FACING V0695 SILLIMAN MEDICAL CENTER-8-EMS6-4(PORT-4)-MAC:1,2021-07-21 03:30:00,15,,0,0
3160425,V3745 Looc 2 FACING V0695 SILLIMAN MEDICAL CENTER,"NE=3160425,S=8,CP=-1,PP=4||5|,FB=19|1||",V3745 Looc 2 FACING V0695 SILLIMAN MEDICAL CENTER-8-EMS6-5(PORT-5)-MAC:1,2021-07-21 03:30:00,15,,1387,118754
3160425,V3745 Looc 2 FACING V0695 SILLIMAN MEDICAL CENTER,"NE=3160425,S=8,CP=-1,PP=4||6|,FB=19|1||",V3745 Looc 2 FACING V0695 SILLIMAN MEDICAL CENTER-8-EMS6-6(PORT-6)-MAC:1,2021-07-21 03:30:00,15,,456,29208
167773918,DGTV3665HUIR001,"NE=167773918,S=7,CP=-1,PP=4||1|,FB=19|1||",DGTV3665HUIR001-7-IFH2-1(PORT-1)-MAC:1,2021-07-21 03:30:00,15,,1830,147060
167773918,DGTV3665HUIR001,"NE=167773918,S=8,CP=-1,PP=4||1|,FB=19|1||",DGTV3665HUIR001-8-EMS6-1(PORT-1)-MAC:1,2021-07-21 03:30:00,15,,0,0
167773918,DGTV3665HUIR001,"NE=167773918,S=8,CP=-1,PP=4||2|,FB=19|1||",DGTV3665HUIR001-8-EMS6-2(PORT-2)-MAC:1,2021-07-21 03:30:00,15,,0,0
167773918,DGTV3665HUIR001,"NE=167773918,S=8,CP=-1,PP=4||3|,FB=19|1||",DGTV3665HUIR001-8-EMS6-3(PORT-3)-MAC:1,2021-07-21 03:30:00,15,,930,85740
167773918,DGTV3665HUIR001,"NE=167773918,S=8,CP=-1,PP=4||4|,FB=19|1||",DGTV3665HUIR001-8-EMS6-4(PORT-4)-MAC:1,2021-07-21 03:30:00,15,,0,0
