RNC2202/BSC6900UCell,Label=1NJANU7, CellID=32511,41911517
RNC2202/BSC6900UCell,Label=PNR08U3, CellID=12543,36402700
RNC2202/BSC6900UCell,Label=ILURNU3, CellID=11263,575644625
RNC2202/BSC6900UCell,Label=1ODTPH6, CellID=55806,580432167
RNC2202/BSC6900UCell,Label=1PGRSU6, CellID=22526,0
RNC2202/BSC6900UCell,Label=PNR08U2, CellID=12542,390455343
RNC2202/BSC6900UCell,Label=ILURNU2, CellID=11262,664229248
RNC2202/BSC6900UCell,Label=1ODTPH5, CellID=55805,188814871
RNC2202/BSC6900UCell,Label=1CLPNU9, CellID=36093,728286803
RNC2202/BSC6900UCell,Label=1PGRSU5, CellID=22525,0
RNC2202/BSC6900UCell,Label=PNR08U1, CellID=12541,141721250
RNC2202/BSC6900UCell,Label=ILURNU1, CellID=11261,297199046
RNC2202/BSC6900UCell,Label=1ODTPH4, CellID=55804,522885013
RNC2202/BSC6900UCell,Label=FEROMH6, CellID=51196,0
RNC2202/BSC6900UCell,Label=1CLPNU8, CellID=36092,421875832
RNC2202/BSC6900UCell,Label=1PGRSU4, CellID=22524,0
RNC2202/BSC6900UCell,Label=FEROMH5, CellID=51195,0
RNC2202/BSC6900UCell,Label=1CLPNU7, CellID=36091,285120199
RNC2202/BSC6900UCell,Label=AAAA8U9, CellID=31483,97306975
RNC2202/BSC6900UCell,Label=1CLPSU3, CellID=16123,81033648
RNC2202/BSC6900UCell,Label=FEROMH4, CellID=51194,0
RNC2202/BSC6900UCell,Label=AAAA8U8, CellID=31482,311424621
RNC2202/BSC6900UCell,Label=1CLPSU2, CellID=16122,514447627
RNC2202/BSC6900UCell,Label=1CLPCH3, CellID=46073,233236492
RNC2202/BSC6900UCell,Label=AAAA8U7, CellID=31481,396469201
RNC2202/BSC6900UCell,Label=1CLPSU1, CellID=16121,130218535
RNC2202/BSC6900UCell,Label=SAMATU3, CellID=11513,0
RNC2202/BSC6900UCell,Label=1CLPCH2, CellID=46072,3279947
RNC2202/BSC6900UCell,Label=JPPADU6, CellID=26616,0
RNC2202/BSC6900UCell,Label=TBLASU6, CellID=21496,173519214
RNC2202/BSC6900UCell,Label=SABNGU6, CellID=20216,34596154
RNC2202/BSC6900UCell,Label=SAMATU2, CellID=11512,0
RNC2202/BSC6900UCell,Label=1CLPCH1, CellID=46071,318196804
RNC2202/BSC6900UCell,Label=SANCLH3, CellID=41463,20051303
RNC2202/BSC6900UCell,Label=1CLPRU9, CellID=32503,82411266
RNC2202/BSC6900UCell,Label=RIZTPU9, CellID=31223,297640971
RNC2202/BSC6900UCell,Label=JPPADU5, CellID=26615,0
RNC2202/BSC6900UCell,Label=TBLASU5, CellID=21495,516082432
RNC2202/BSC6900UCell,Label=SABNGU5, CellID=20215,115574194
RNC2202/BSC6900UCell,Label=SAMATU1, CellID=11511,0
RNC2202/BSC6900UCell,Label=BSIKTH6, CellID=51446,315777502
RNC2202/BSC6900UCell,Label=SANCLH2, CellID=41462,288990024
RNC2202/BSC6900UCell,Label=1CLPRU8, CellID=32502,453948836
RNC2202/BSC6900UCell,Label=RIZTPU8, CellID=31222,475172813
RNC2202/BSC6900UCell,Label=JPPADU4, CellID=26614,0
RNC2202/BSC6900UCell,Label=TBLASU4, CellID=21494,612654202
RNC2202/BSC6900UCell,Label=SABNGU4, CellID=20214,57017821
RNC2202/BSC6900UCell,Label=BSIKTH5, CellID=51445,386211805
RNC2202/BSC6900UCell,Label=SANCLH1, CellID=41461,182084155
RNC2202/BSC6900UCell,Label=1CLPRU7, CellID=32501,728332528
RNC2202/BSC6900UCell,Label=RIZTPU7, CellID=31221,112917093
RNC2202/BSC6900UCell,Label=1SABLU3, CellID=12533,92008214
RNC2202/BSC6900UCell,Label=RLOOCU3, CellID=11253,248681689
RNC2202/BSC6900UCell,Label=BSIKTH4, CellID=51444,250623767
RNC2202/BSC6900UCell,Label=1NJANU6, CellID=22516,52282179
RNC2202/BSC6900UCell,Label=TBTMBU4, CellID=22004,0
RNC2202/BSC6900UCell,Label=1SABLU2, CellID=12532,148259398
RNC2202/BSC6900UCell,Label=RLOOCU2, CellID=11252,411163033
RNC2202/BSC6900UCell,Label=NAUJ1H6, CellID=50163,469920456
RNC2202/BSC6900UCell,Label=1CLPBH3, CellID=42483,340998864
RNC2202/BSC6900UCell,Label=1NJANU5, CellID=22515,216730501
RNC2202/BSC6900UCell,Label=1SABLU1, CellID=12531,342291340
RNC2202/BSC6900UCell,Label=RLOOCU1, CellID=11251,496664589
RNC2202/BSC6900UCell,Label=1SCBNH6, CellID=52466,191911912
RNC2202/BSC6900UCell,Label=CUERAH6, CellID=51186,0
RNC2202/BSC6900UCell,Label=NAUJ1H5, CellID=50162,227282939
RNC2202/BSC6900UCell,Label=1CLPBH2, CellID=42482,195546409
RNC2202/BSC6900UCell,Label=1NJANU4, CellID=22514,24565697
RNC2202/BSC6900UCell,Label=1SCBNH5, CellID=52465,277980642
RNC2202/BSC6900UCell,Label=CUERAH5, CellID=51185,0
RNC2202/BSC6900UCell,Label=NAUJ1H4, CellID=50161,543858386
RNC2202/BSC6900UCell,Label=1CLPBH1, CellID=42481,140162674
RNC2202/BSC6900UCell,Label=1SCBNH4, CellID=52464,222409083
RNC2202/BSC6900UCell,Label=CUERAH4, CellID=51184,0
RNC2202/BSC6900UCell,Label=1CLPNU6, CellID=26096,414860891
RNC2202/BSC6900UCell,Label=1CLPNU5, CellID=26095,299181629
RNC2202/BSC6900UCell,Label=SMASLU3, CellID=16623,0
RNC2202/BSC6900UCell,Label=GUINBU3, CellID=11503,0
RNC2202/BSC6900UCell,Label=1CLPNU4, CellID=26094,234465522
RNC2202/BSC6900UCell,Label=AAAA8U6, CellID=21486,87356047
RNC2202/BSC6900UCell,Label=SMASLU2, CellID=16622,0
RNC2202/BSC6900UCell,Label=GUINBU2, CellID=11502,0
RNC2202/BSC6900UCell,Label=1CLPPU9, CellID=32493,178075001
RNC2202/BSC6900UCell,Label=AAAA8U5, CellID=21485,240203611
RNC2202/BSC6900UCell,Label=SMASLU1, CellID=16621,0
RNC2202/BSC6900UCell,Label=GUINBU1, CellID=11501,0
RNC2202/BSC6900UCell,Label=LGAYAH6, CellID=51436,0
RNC2202/BSC6900UCell,Label=1CLPPU8, CellID=32492,234585322
RNC2202/BSC6900UCell,Label=AAAA8U4, CellID=21484,277974480
RNC2202/BSC6900UCell,Label=LGAYAH5, CellID=51435,0
RNC2202/BSC6900UCell,Label=1ODTPH3, CellID=45803,593387470
RNC2202/BSC6900UCell,Label=1CLPPU7, CellID=32491,175901698
RNC2202/BSC6900UCell,Label=1PGRSU3, CellID=12523,0
RNC2202/BSC6900UCell,Label=SMRRAH6, CellID=55786,442277991
RNC2202/BSC6900UCell,Label=LGAYAH4, CellID=51434,0
RNC2202/BSC6900UCell,Label=1ODTPH2, CellID=45802,171161863
RNC2202/BSC6900UCell,Label=1CLPRU6, CellID=22506,143107909
RNC2202/BSC6900UCell,Label=RIZTPU6, CellID=21226,262106028
RNC2202/BSC6900UCell,Label=1PGRSU2, CellID=12522,0
RNC2202/BSC6900UCell,Label=SMRRAH5, CellID=55785,95945804
RNC2202/BSC6900UCell,Label=NAUJNH6, CellID=50153,228471069
RNC2202/BSC6900UCell,Label=1ODTPH1, CellID=45801,413044832
RNC2202/BSC6900UCell,Label=FEROMH3, CellID=41193,0
RNC2202/BSC6900UCell,Label=1CLPCU9, CellID=36073,133340512
RNC2202/BSC6900UCell,Label=1CLPRU5, CellID=22505,649906018
RNC2202/BSC6900UCell,Label=RIZTPU5, CellID=21225,396207232
RNC2202/BSC6900UCell,Label=1PGRSU1, CellID=12521,0
RNC2202/BSC6900UCell,Label=SMRRAH4, CellID=55784,307952289
RNC2202/BSC6900UCell,Label=NAUJNH5, CellID=50152,95028858
RNC2202/BSC6900UCell,Label=FEROMH2, CellID=41192,0
RNC2202/BSC6900UCell,Label=1CLPCU8, CellID=36072,8476591
RNC2202/BSC6900UCell,Label=1CLPRU4, CellID=22504,514850002
RNC2202/BSC6900UCell,Label=RIZTPU4, CellID=21224,113091031
RNC2202/BSC6900UCell,Label=NAUJNH4, CellID=50151,120468893
RNC2202/BSC6900UCell,Label=FEROMH1, CellID=41191,0
RNC2202/BSC6900UCell,Label=1CLPCU7, CellID=36071,177352538
RNC2202/BSC6900UCell,Label=SANCLU9, CellID=31463,4761451
RNC2202/BSC6900UCell,Label=SANCLU8, CellID=31462,366880345
RNC2202/BSC6900UCell,Label=SANCLU7, CellID=31461,565318363
RNC2202/BSC6900UCell,Label=JPPADU3, CellID=16613,0
RNC2202/BSC6900UCell,Label=TBLASU3, CellID=11493,230384766
RNC2202/BSC6900UCell,Label=SABNGU3, CellID=10213,7074668
RNC2202/BSC6900UCell,Label=RZOCMH6, CellID=50916,308938471
RNC2202/BSC6900UCell,Label=SSNJTU6, CellID=26596,0
RNC2202/BSC6900UCell,Label=JPPADU2, CellID=16612,0
RNC2202/BSC6900UCell,Label=TBLASU2, CellID=11492,717486298
RNC2202/BSC6900UCell,Label=SABNGU2, CellID=10212,21557165
RNC2202/BSC6900UCell,Label=RZOCMH5, CellID=50915,232810213
RNC2202/BSC6900UCell,Label=BSIKTH3, CellID=41443,322507911
RNC2202/BSC6900UCell,Label=NAUJ1H3, CellID=40163,365887620
RNC2202/BSC6900UCell,Label=1CLPBU9, CellID=32483,15435668
RNC2202/BSC6900UCell,Label=SSNJTU5, CellID=26595,0
RNC2202/BSC6900UCell,Label=JPPADU1, CellID=16611,0
RNC2202/BSC6900UCell,Label=TBLASU1, CellID=11491,809585525
RNC2202/BSC6900UCell,Label=SABNGU1, CellID=10211,55586075
RNC2202/BSC6900UCell,Label=1PGRPH6, CellID=51426,19970389
RNC2202/BSC6900UCell,Label=RZOCMH4, CellID=50914,419789511
RNC2202/BSC6900UCell,Label=BSIKTH2, CellID=41442,320720557
RNC2202/BSC6900UCell,Label=NAUJ1H2, CellID=40162,238278124
RNC2202/BSC6900UCell,Label=1CLPBU8, CellID=32482,44399129
RNC2202/BSC6900UCell,Label=SSNJTU4, CellID=26594,0
RNC2202/BSC6900UCell,Label=ODIONH6, CellID=53473,481731820
RNC2202/BSC6900UCell,Label=1PGRPH5, CellID=51425,272909356
